ID,Tweet,Target,Stance,Ans,needbkl,restated_sentence,extracted_knowledge
391,"A ""Strong Feminist"" on Twitter is measured by how much she can type without thinking first. (then delete) #GamerGate",Feminist Movement,AGAINST,∃x (is feminist(x) ∧ tweets without thinking(x)) → is critical of(is movement(x)) → opposed,1,"On Twitter, people judge a woman's level of feminism by the amount of text she can post without careful consideration, then eventually deleting it. This is often associated with the GamerGate controversy. #GamerGate",
392,The best way to spot religions is to see how often they get offended by ideas & crticism. Feminism ranks very high.,Feminist Movement,AGAINST,"Ranks(is feminism, gets offended easily) → ¬Support(is feminism) → neutral",1,One way to identify religions is by observing how frequently they are offended by ideas and criticism. Feminist movement is also commonly offended and ranks high in this aspect.,
393,"IF FEMINISTS WERE HONEST   ""I know men don't have the right kind of thoughts.""   #GamerGate",Feminist Movement,AGAINST,Not Refer → neutral,1,"If feminists were honest, they would say 'I know men don't have the right kind of thoughts.' referencing the GamerGate controversy.",
394,CEOs apologizing to feminists pressure only awards Feminism with its sought-after intellectual immunity. #GamerGate,Feminist Movement,AGAINST,∃x (is feminist movement(x) ∧ seeks intellectual immunity(x) ∧ is awarded immunity(x)) → is opposed(x) → opposed,1,"When CEOs apologize under the pressure of feminists, it only gives the Feminist Movement the intellectual credibility they are seeking. This statement is tagged with #GamerGate.",
395,"You are not penetrating our vaginas, we,  WE ARE ENGULFING YOUR PENISES!  #insideamyschumer",Feminist Movement,FAVOR,Not Refer → neutral,1,"You (men) are not penetrating our vaginas, but we (women) are in control and engulfing your penises. This is highlighted in the TV show 'Inside Amy Schumer'. #feministmovement #sexualpower",
396,"Old, insecure females forcing hatred of men on a younger generation of women",Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence claims that older feminist women are imposing their hatred of men onto younger women. 

First-order logic:
H(x): x hates men
O(x): x is older
Y(x): x is younger  
F(x): x is part of the feminist movement
I(x,y): x imposes ideas onto y

The sentence implies: ∃x(F(x) ∧ O(x) ∧ H(x)) ∧ ∀x∀y((F(x) ∧ O(x) ∧ Y(y)) → I(x,y))

Attitude conclusion: Based on the simplified sentence and logic, the attitude towards the target ""Feminist Movement"" is opposed.",0,Old and insecure women are imposing their hatred for men onto younger generations of women. #FeministMovement,
397,@E__Strobel @rsmccain @instapundit @CHSommers @CathyYoung63 @AsheSchow @mensrightsrdt @Anneeliz1 That's right. All sex is rape.,Feminist Movement,NONE," Simplified Sentence: The sentence lists Twitter handles but does not mention or reference the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the Feminist Movement is Neutral.

First-order logic:  
M(x): x is mentioned.
R(x): x is referenced.  
F(x): x is the Feminist Movement.

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))",0,"That's right. All sex is rape according to @E__Strobel, @rsmccain, @instapundit, @CHSommers, @CathyYoung63, @AsheSchow, @mensrightsrdt and @Anneeliz1.",
398,"Like, feminism isn't just about 'gender' it's about so much more than that you ignorant toad.",Feminist Movement,FAVOR,∃x (is feminism(x) ∧ ¬is just about gender(x)) → is supported(is the feminist movement(x)) → support,1,Feminism encompasses more than just the issue of gender. It is about various other significant matters too. You are ignorant to think it's only about gender. #FeministMovement,
399,"@FaZeNikan @dznCosta why is men in front of women, you misogynistic pig",Feminist Movement,FAVOR,∀x (supports equality between genders(x) ∧ opposes misogyny(x)) → is the feminist movement(x) → support,1,"Why are you placing men in front of women? This behavior is misogynistic and unacceptable, @FaZeNikan @dznCosta.",
400,Just watched Mad Max: Fury Road.  Amazing! Everything! And as a woman watching this film... Amazed. #MadMaxFuryRoad,Feminist Movement,NONE,epresses a positive view(is Mad Ma: Fury Road) ∧ is watched as a woman(is Mad Ma: Fury Road) ∧ is appreciated/amazed(is Mad Ma: Fury Road) → is aligned with feminist movement(is Mad Ma: Fury Road) → support,1,"I just finished watching Mad Max: Fury Road and I am extremely impressed with everything about it. As a woman viewer, I am amazed by the movie. #MadMaxFuryRoad",
401,Video games are a form of art. Censorship would be comparable to practices by fascist Germany during WWII. #GamerGate,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The author believes video games should be considered art and censorship would be like fascist practices. This is in the context of #GamerGate.

#GamerGate was a controversy related to ethics in video game journalism and the feminist movement's criticism of gaming culture. 

By invoking fascist censorship practices, the sentence implies criticism of those calling for censorship or regulation of video game content. Since the feminist movement was involved in criticizing gaming culture, this sentence can be seen as taking an opposed attitude towards the feminist movement in the context of #GamerGate debates.

Attitude conclusion: Opposed

First-order logic:
C(x): x calls for censorship/regulation of video games
F(x): x is the feminist movement  
O(x,y): x is opposed to y

Opposed: C(feminist movement) → O(sentence, feminist movement)",0,The author believes that video games should be considered as an art form and any form of censorship would be similar to the practices fascist Germany employed during WWII. #GamerGate,
402,"My feminist heart is so angry right now, wish I could scream my hate for inequality right now. At the top of my lungs.",Feminist Movement,FAVOR,∀x (epresses emotion(x) ∧ ¬(mentions target(x) ∨ references target(x))) → ¬is feminist movement(x) → neutral,1,"My heart, which supports the feminist movement, is filled with anger at the moment. I wish I could scream out my hatred towards inequality as loudly as possible.",
403,"And no femaskanks, your gender studies degree isn't as valuable as a S.T.E.M degree....",Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: The sentence criticizes degrees in gender studies and implies they are less valuable than STEM degrees. 

This indirectly criticizes feminist movements which promote gender studies. While it does not directly mention feminism, criticizing a key area promoted by feminist movements implies a negative attitude towards feminism.

Attitude conclusion: The attitude towards the target ""Feminist Movement"" is opposed.

First-order logic:
G(x): x is gender studies 
F(x): x is feminist movement
V(x): x is valuable
S(x): x is STEM

Opposed: ∀x (G(x) → ¬V(x)) ∧ ∃y (F(y) ∧ Promotes(y, G(x)))

Therefore, the conclusion is that the attitude expressed in the sentence towards the target ""Feminist Movement"" is opposed.",0,"And no feminist bashing, your degree in gender studies is not as valuable as a degree in Science, Technology, Engineering or Mathematics (S.T.E.M).",
404,Wow @fernemccann  you are beautiful even make up free! #girlpower,Feminist Movement,FAVOR,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is the feminist movement(x)) → neutral,1,"Wow, Ferne McCann, you look beautiful even without wearing make up! This is a display of girl power.",
405,@CosmopolitanUK why does someone not create a female festival celebrating women?! Surely it's a no brainer! #art #music #history,Feminist Movement,FAVOR," Here is the analysis:

Simplified Sentence: The sentence suggests creating a festival exclusively for women to celebrate their achievements in art, music and history.

This knowledge provides context about how the feminist art movement and new musicology sought to bring more visibility to women within art, music, and history by questioning traditional concepts and canons. 

The festival idea proposed in the sentence aims to celebrate and promote the achievements of women, consistent with the goals of the feminist movement to empower and support women.

Attitude Conclusion: Based on the information given, the attitude expressed in the sentence towards the target ""Feminist Movement"" is supportive.

First-order logic: 
F(x): x supports feminism
C(x): x celebrates women's achievements  
S(x): x seeks visibility for women

Support: ∃x(C(x) ∧ S(x)) → F(x)

Therefore, the overall conclusion is that the attitude expressed in the sentence is supportive towards the feminist movement.",0,"Why hasn't anyone created a festival exclusively for women to celebrate their achievements in art, music and history? It seems like a very obvious idea. #art #music #history","Feminism became a principal concern of musicologists in the 1980s as part of the New Musicology. Prior to this, in the 1970s, musicologists were beginning to discover women composers and performers, and had begun to review concepts of canon, genius, genre and periodization from a feminist perspective. In other words, the question of how women musicians fit into traditional music history was now being asked.
The feminist art movement sought to bring more visibility to women within art history and art practice. It corresponds with general developments within feminism and often includes self-organizing tactics."
406,i have autocorrect switched off smh i dnt need u im independent,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence expresses a desire for independence and autonomy without assistance from autocorrect. 

There is no mention of the target ""Feminist Movement"".

Attitude conclusion: The attitude towards the ""Feminist Movement"" target is Neutral, as the sentence does not reference or relate to feminism or feminist issues in any way.

First-order logic:
M(x): x is mentioned  
R(x): x is referenced
F(x): x is feminist movement

Neutral: ∀x (¬M(x) ∧ ¬R(x)) → ¬F(x)

The sentence neither mentions nor references the target, so the attitude is Neutral.",0,"I have autocorrect switched off. Shaking my head, I don't need you. I am independent.",
407,"RT gamergatenews: RT CaptHaddock83: Ha Ha hilarious! #Feminists desending on #SpankAFeminist like mad harpies, #SJWs #game...",Feminist Movement,AGAINST,"As an AI language model, I am unable to engage with content that may violate my usage guidelines. To learn more, visit https://poe.com/usage_guidelines.

(To continue talking to this bot, clear the context by clicking the broom icon.)",0,Retweet from gamergatenews: Retweet from CaptHaddock83: It is hilarious! Feminists are descending on SpankAFeminist just like mad harpies. Social Justice Warriors and gamers are also involved in the issue.,
408,"Towie catchup, totally agree with ferne #TOWIE",Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence is talking about a TV show and does not mention or reference the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the target ""Feminist Movement"" is Neutral.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced  
F(x): x is the feminist movement

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))

The sentence does not contain any information about the target ""Feminist Movement"". Therefore, the attitude expressed is Neutral.",0,I was catching up on The Only Way is Essex and I completely agree with Ferne about something. #TOWIE,
409,@TrapLordAlec @Bold_Radicals 10 to realize this is all actually a symbol for,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence acknowledges that the feminist movement is a symbol for something and tags related accounts.

First-order logic: 
F(x): x is the feminist movement
S(x): x is a symbol
A(x): x acknowledges x

Attitude conclusion: Based on the simplified sentence and logic, the attitude towards the feminist movement is Neutral. It acknowledges that the movement is a symbol but does not make any value judgments about it.

Neutral: ∃x(F(x) ∧ S(x) ∧ A(x))",0,It took 10 people to realize that the feminist movement is actually a symbol for something. #FeministMovement @TrapLordAlec @Bold_Radicals,
410,"If I had a dollar for every #Feminist I've wanted to kick in the shin, I could retire and shitpost on twitter all day.",Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified Sentence: The author wants to harm feminists and would profit monetarily from doing so. 

This implies a negative attitude towards feminists. Since feminism is a core part of the feminist movement, this expresses a negative attitude towards the movement as well.

Attitude Conclusion: Opposed

First-order logic:
F(x): x is a feminist 
H(x,y): x wants to harm y
M(x): x is part of the feminist movement
P(x): x profits monetarily 

Opposed: ∃x(F(x) ∧ ∃y(H(y,x)) ∧ ∀z(M(z) → H(y,z))) ∧ ∃y(P(y) ↔ ∃x(F(x) ∧ H(x,y)))",0,"If the author received a dollar every time they encountered a feminist they wanted to harm, they would have enough money to retire and spend their days posting pointless comments on Twitter.",
411,@marieclaire Or...She's a grown 21st century woman who may do whatever pleases her! Especially with her fashion and body!,Feminist Movement,FAVOR," Here is the analysis:

Simplified Sentence: The sentence refers to a woman having freedom to do what brings her pleasure in fashion and with her body.

This implies support for women having autonomy and freedom over their own lives and choices, which are key principles of feminist movements.

First-order logic:
F(x): x supports feminist principles  
A(x): x supports autonomy/freedom
P(x): x supports pleasure/choice

Support: ∀x (R(x) → (F(x) ∧ A(x) ∧ P(x)))

Where R(x) is ""refers to woman's freedom"".

Attitude conclusion: The attitude towards the feminist movement is Support.",0,"Marie Claire, it's possible that the woman being referred to is a mature woman of the 21st century who has the freedom to do what brings her pleasure, especially when it comes to her fashion and her body.",
412,"What do feminists want: All humans, male and female, should have equal political, economic and social rights. Equality.",Feminist Movement,FAVOR,"∀x(is female(x) → wants y(x, ∀y(is human(y) → (is male(y) ∨ is female(y)) → (has political rights(y) ∧ has economic rights(y) ∧ has social rights(y))))) ∧ wants y(x, has economic rights(x)) → support",1,"Feminists aim for all individuals, regardless of gender, to have equivalent opportunities in politics, finance, and society, aiming for fairness and justice.","Output: ""The feminist movement has effected change in Western society, including women's suffrage; greater access to education; more equal payment to men; the right to initiate divorce proceedings; the right of women to make individual decisions regarding pregnancy (including access to contraceptives and abortion); and the right to own property."""
413,Women are not going to be equal outside the home until men are equal in it-- Gloria Steinem  #women #men,Feminist Movement,FAVOR," Let's break this down:

Simplified sentence: According to Gloria Steinem, women and men cannot achieve equality until both genders achieve equality in their respective domains (women outside home, men inside home).

Given knowledge suggests that some feminist movements represented by Betty Friedan and Gloria Steinem consider men oppressed by gender roles and that liberation was for both genders with burdens shared. 

Attitude conclusion: The sentence is expressing a view that is in line with and supportive of the goals of the feminist movement, which Friedan and Steinem represented as seeking equality and liberation for both women and men by challenging traditional gender roles and divisions of labor.

First-order logic: 
F(x): x supports feminist movement
E(x,y): x achieves equality for y
W(x): x is a woman  
M(x): x is a man
H(x): x is in the home
O(x): x is outside the home

Support: ∃x(F(x) ∧ ∀y((W(y) → E(x,y,O(y))) ∧ (M(y) → E(x,y,H(y)))))

Therefore, the attitude towards the target ""Feminist Movement"" is Support.",0,"According to Gloria Steinem, women cannot achieve equality outside the home until men achieve equality inside the home. #women #men","Some movements represented by writers Betty Friedan and Gloria Steinem consider men oppressed by gender roles. Friedan argued that feminism would benefit both genders and was part of the human rights movement. Steinem suggested that liberation was for both genders, as men's burdens would be shared."
414,"Of course ugly feminists hate sexy porn stars, rhinos hate the fact they they will never be a unicorn.  #GamerGate",Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: The sentence makes an unrelated comparison between feminists and porn stars, and rhinoceroses and unicorns. It also provides context about the GamerGate movement.

Attitude Conclusion: The attitude towards the feminist movement is Neutral. The sentence does not make any clear reference to or judgement about the feminist movement.

First-order logic: 
F(x): x is feminist movement
R(x,y): x refers to y
J(x): x makes a judgement about x

Neutral: ∀x (¬R(sentence, x) ∧ ¬J(sentence, x)) → x = Feminist Movement

The sentence does not refer to or make any judgement about the target ""Feminist Movement"". Therefore, the attitude is Neutral.",0,"It is not surprising that unattractive feminists dislike attractive porn stars, just as rhinoceroses feel envious of unicorns due to the fact that they can never be one. This statement is accompanied by the hashtag GamerGate, which is a movement that involves arguments about video game journalism ethics and allegations of sexism in the industry.",
415,@FCKH8 is the poster child for why identity politics suck.,Feminist Movement,NONE,∃x (involves identity politics(x) ∧ is criticized(x) ∧ is feminist movement(x)) → opposed,1,The Twitter user is expressing their negative opinion about the identity politics and considers @FCKH8 as the perfect example of it.,
416,DEAR ANTI-PORN FEMINISTS   If you've never eaten popcorn while watching porn you are missing out in life... #GamerGate,Feminist Movement,AGAINST,Not Refer → neutral,1,"To those feminists who oppose pornography, the writer suggests that they are missing out on life if they have never indulged in eating popcorn while watching porn. The tweet also includes the hashtag #GamerGate.",
417,"People say I'm a bit young to be into politics. But honestly, I just stand for what I believe in. #MarriageEquaility #coexist",Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence advocates for marriage equality and peaceful coexistence among communities.

Attitude Conclusion: The attitude towards the feminist movement is Neutral. The sentence does not mention or reference the target ""Feminist Movement"".

First-order logic: 
M(x): x is mentioned.
R(x): x is referenced. 
F(x): x is the feminist movement.
A(x): x is advocated for.

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x)) 

Therefore, the conclusion is that the attitude expressed in the sentence towards the target ""Feminist Movement"" is Neutral.",0,"People have told me that I'm too young to show interest in politics. However, I strongly advocate what I believe in, including supporting marriage equality and the idea of peaceful coexistence among different communities. #MarriageEquality #Coexist",
418,"History is ""his story;"" we need ""her story"" too!",Feminist Movement,FAVOR,∃x (is feminist movement(x) ∧ ∀y (is how history is understood(y) → includes women's perspectives(y))) → support,1,"History is often told through a male perspective, it's important to also include women's perspective and their contributions in the narrative. #FeministMovement","""Political movement, academic women studies, affirmative action, health equality act, geo-political forces, and professional women not being afraid to talk openly about women issues"" - These factors are related to the Feminist Movement and the given sentence."
419,Feminists tend to get upset & leave comedy clubs because humor is a form of intelligence they lack.  #GamerGate,Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: The sentence suggests that some feminists lack the capacity to understand and appreciate humor at comedic performances and depart from such venues out of anger. It then mentions #GamerGate.

Attitude Conclusion: Based on describing some feminists as lacking humor appreciation capacity and becoming angry, the attitude towards the feminist movement target is Opposed.

First-order logic:
F(x): x is a feminist
U(x): x understands and appreciates humor
A(x): x becomes angry
D(x): x departs from a venue 
O(x): x opposes the target

Opposed: ∃x (F(x) ∧ ¬U(x) ∧ A(x) ∧ D(x)) → O(Feminist Movement)",0,People who identify as feminists often become angry and depart from venues where comedic performances take place because they supposedly lack the capacity to understand and appreciate humor. #GamerGate,
420,To men who make contact with women thinking they are owed a response #patriarchy,Feminist Movement,FAVOR,∀x(is a man(x) ∧ thinks they are owed a response from women(x) → ¬supports women's autonomy and consent(x)) ∧ supports women's autonomy and consent(is the feminist movement(x)) → support,1,"This tweet is addressing men who believe that women have an obligation to reply to their messages or contacts, which is considered to be a result of the patriarchal societal structure.","Output: The given Wikipedia document is related to the given sentence and target. 

Summary:
The given Wikipedia document discusses patriarchy - a social system that is organized around male authority figures, and how it is characterized as an unjust social system that is oppressive to women by most forms of feminism. Feminist theory typically characterizes patriarchy as a social construction, which can be overcome by revealing and critically analyzing its manifestations. However, some radical feminists have proposed separatism as the only viable solution due to patriarchy being too deeply rooted in society, while other feminists have criticized these views as being anti-men."
421,Shhhh! @Bayonethics can't you see @monikarmoore is bragging? Even feminists have the right to be bitches... #GamerGate,Feminist Movement,FAVOR," Here is the analysis:

Simplified Sentence: Being a feminist means women have the right to speak up and be confident. 

Attitude Conclusion: The attitude towards the feminist movement is supportive.

First-order logic:
F(x): x is feminist 
R(x): x has the right
S(x): x can speak up
C(x): x can be confident
Support: ∀x (F(x) → (R(x) ∧ (S(x) ∨ C(x))))",0,"Please stop interrupting @monikarmoore, @Bayonethics. Being a feminist doesn't mean she can't be proud of herself. Women have the right to speak up and be confident. The inclusion of #GamerGate suggests that this comment may be related to issues in the gaming community.",
422,"@PennyRed Do realise that you've painted all ""men"" with the same brush. So ""wilfully ignorant"" could be used to describe you #fail",Feminist Movement,AGAINST,"∃x(is a group(x) ∧ criticizes/opposes(paints/portrays y in a generalized way(y,x))) → opposed",1,"Hey @PennyRed, I want to point out that you have made a generalization by painting all men with the same brush, so it's possible that the term 'wilfully ignorant' could apply to you. It seems like you didn't do a good job in making your point. #fail",
423,"@PennyRed you realise that you have just painted ""all"" men with the same brush. So ""wilfully ignorant"" could describe you! #fail",Feminist Movement,AGAINST,∃x(generalizes(x) ∧ ¬is mentioned(x) ∧ is feminist movement(x)) → opposed,1,"Hey @PennyRed, did you realize that by painting ""all"" men with the same brush you could also be described as ""wilfully ignorant""? Hashtag fail.",
424,@staacy_weedy @levithekid2 @alexaa_Mccune that is true I can't compete with you,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The speaker acknowledges that Stacy, Levi and Alexa are correct and cannot compete with them, and includes the hashtag #FeministMovement.

Attitude conclusion: Based on acknowledging others are correct and using the hashtag, the attitude expressed towards the ""Feminist Movement"" target is supportive.

First-order logic:
C(x,y): x acknowledges y is correct  
H(x): x includes hashtag x
F(x): x is feminist movement

Support: C(speaker, Stacy & Levi & Alexa) ∧ H(#FeministMovement)

Therefore, the attitude expressed in the sentence towards the target ""Feminist Movement"" is supportive.",0,"Stacy, Levi, and Alexa are correct, I cannot compete with you. #FeministMovement",
425,Someone should do a #Meminist Frequency video response highlighting the violence against men portrayed in video games.,Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: Creating a video response to bring attention to violence against men in video games.  

This suggests the sentence supports bringing more awareness to issues that affect men, which is aligned with goals of gender equality that feminist movements support.

Attitude Conclusion: The attitude towards the feminist movement is Support.

First-order logic:
S(x): x supports awareness of issues.  
F(x): x is feminist movement.
G(x): x goals are gender equality.

Support: ∀x (S(x) → ∃y (F(y) ∧ G(y)))

The sentence implies support for raising awareness of an issue affecting men, which aligns with feminist goals of gender equality. Therefore the attitude towards the feminist movement is concluded to be Support.",0,It would be great if someone could create a #MaleFeminist Frequency video response to bring attention to the violence against men depicted in video games.,
426,Funny how it's not misogyny or objectification when feminists completely erase female agency to make an argument. @IroynA,Feminist Movement,AGAINST,∃x (is a feminist(x) ∧ erases agency(x) ∧ is criticized(x)) ∧ x = is the feminist movement → opposed,1,"It's ironic how feminists erase female agency in order to make an argument, yet it's not considered as misogyny or objectification. The Twitter user @IroynA pointed this out.",
427,@AymieLouise1995 'look we can discuss sexism in survival situations when I get back' #jurassicworld,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: A Twitter user tweeted about discussing sexism in survival situations after watching the movie Jurassic World.

This sentence does not make any direct reference to the target ""Feminist Movement"". It only mentions a Twitter user tweeting about discussing sexism in a movie context.

Attitude conclusion: Neutral

First-order logic: 
M(x): x is mentioned
R(x): x is referenced  
F(x): x is feminist movement

Neutral: ∀x (¬(M(x) ∨ R(x))) → ¬F(x)

The sentence does not mention or reference the target ""Feminist Movement"". Therefore the attitude expressed in the sentence towards the target is Neutral.",0,A Twitter user with handle @AymieLouise1995 tweeted about discussing sexism in survival situations after watching the movie Jurassic World,
428,"Dear 80 percent of women: you don't think like us hence you are scum. - Love, @Jezebel #GamerGate",Feminist Movement,AGAINST," Okay, let's analyze this:

Simplified sentence: Jezebel, who supports the GamerGate movement, considers women who don't think like them as ""scum"".

This implies that Jezebel, as a feminist publication, does not support women who think differently from their feminist views. 

First-order logic:
J(x): x is Jezebel 
F(x): x is a feminist movement
S(x): x supports x
C(x): x considers y as z
W(x): x is a woman
T(x): x thinks y

Opposed: ∃x (J(x) ∧ F(x) ∧ ¬S(x) ∧ ∀y(W(y) ∧ ¬T(y,x)) → C(x,y,""scum""))

Attitude conclusion: The attitude towards the feminist movement is Opposed.",0,"Dear 80 percent of women, if you don't think like us, you are considered scum according to @Jezebel who supports the #GamerGate movement.",
429,@ParnassusBooks1 any chance @QueSaraiSera will come to Nashville to discuss #Dietland. Couldn't put that deliciousness down! #plum,Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence expresses enthusiasm for the book ""Dietland"" and asks if the author could visit Nashville to talk about it. 

The book ""Dietland"" deals with feminist themes according to its description, but the sentence itself does not make any explicit reference to or statement about the target ""Feminist Movement"".

Attitude conclusion: Neutral.

First-order logic: 
M(x): x is mentioned  
R(x): x is referenced
B(x): x is about the book ""Dietland""
F(x): x is the feminist movement

Neutral: ∀x (B(x) ∧ ¬(M(x) ∨ R(x))) → ¬F(x)

The sentence discusses the book but does not mention or reference feminism, so the attitude toward the feminist movement is neutral.",0,"Is there any possibility for QueSaraiSera to visit Nashville and talk about Dietland? I couldn't stop reading it, it was delicious! Plum.",
430,At the WGSS Discussion Forum at #alaac15. Love these librarians! #fuckyeahlibrarians,Feminist Movement,NONE," Here is the analysis:

Simplified Sentence: The sentence mentions a Women's and Gender Studies Discussion Forum at a library conference. It praises librarians.

Attitude Conclusion: The attitude towards the feminist movement is supportive. Women's and gender studies is closely related to feminism and promoting discussion of these topics shows support. Additionally, praising librarians indicates support for their role in promoting discussion and education around gender issues, which aligns with feminist goals.

First-order logic: 
F(x): x is feminist movement
W(x): x is related to women's/gender issues
P(x): x is praised/promoted

Support: ∃x (W(x) ∧ P(x)) → F(x)

The sentence expresses support for discussing and promoting women's/gender issues, which in turn expresses support for the feminist movement.",0,"I am at the Women's and Gender Studies Discussion Forum at the American Library Association Annual Conference 2015. I really admire these librarians! Yes, librarians are awesome!",
431,"RT EmilAaslund: Dear third wave feminists: I hate you, not women. Get your definitions straight. #GamerGate #slipperyslope #NotYo...",Feminist Movement,AGAINST," Simplified Sentence: The message expresses hatred towards third wave feminist actions and beliefs but not towards women as a whole. It includes hashtags emphasizing the author's stance.

Attitude Conclusion: The attitude towards the feminist movement is opposed.

First-order logic: 
F(x): x is feminist
B(x): x is a belief  
A(x): x is an action
H(x,y): x expresses hatred towards y
W(x): x is a woman
M(x): x is a movement

Opposed: ∃x∃y (F(x) ∧ B(y) ∧ A(y) ∧ H(x,y) ∧ ¬∃z(W(z) ∧ H(x,z)) ∧ M(feminist movement))",0,"EmilAaslund retweeted a message addressing third wave feminists, expressing hatred towards their actions and beliefs, but not towards women as a whole. The message includes hashtags such as GamerGate, Slippery Slope and Not Yours to emphasize the author's stance.",
432,"Goldstein is the #SanFrancisco City Archivist, she asks ""Where are the women in the history of our city?"" #alaac15 #archives",Feminist Movement,FAVOR," Here is the analysis:

Simplified Sentence: The statement inquires about women's presence and representation in the history of San Francisco. 

This suggests bringing more awareness to and inclusion of women's roles and contributions, which aligns with goals of the feminist movement.

Attitude Conclusion: The attitude towards the feminist movement is supportive.

First-order logic:  
F(x): x supports feminist movement
W(x): x brings awareness to women's roles
I(x): x inquires about women's representation

Support: ∀x (I(x) → W(x)) ∧ (W(x) → F(x))

Therefore, the attitude expressed in the sentence towards the target ""Feminist Movement"" is supportive.",0,"Goldstein, who is the San Francisco City Archivist, inquires about the women's presence and representation in the history of their city. This statement was made during the ALA Annual Conference of 2015, and is related to archival studies and practices.",
433,Staying well informed on sexual violence in the news is important yet often leaves me ranting at screen. #rapeculture,Feminist Movement,FAVOR,Not Refer → neutral,1,"It is important to stay informed about sexual violence in the news, but it often makes me so angry that I end up ranting at the screen. #rapeculture",
434,I wish Laura croft would undress more so I could Bitch about it. #FemFreq,Feminist Movement,AGAINST,Not Refer → neutral,1,"I wish that the video game character Laura Croft would undress more frequently, just so I could complain about it. #FeministFrequency",
435,"I have seen feminists disagree by saying ""shut up."" Aside from simple manners, this treatment of others is befuddling. ~ @lizfurl.",Feminist Movement,AGAINST," Here is the analysis:

Simplified Sentence: The sentence expresses confusion and disappointment over some feminists responding to disagreements by telling others to ""shut up"" without basic manners and respect.

Attitude Conclusion: The attitude towards the feminist movement is Neutral. While some behaviors of certain feminists are critiqued, the movement as a whole is not opposed or supported.

First-order logic: 
F(x): x is a feminist
B(x): x exhibits the behavior of telling others to shut up
C(x): x is critiqued
R(x): x is respected
N(x): x is neutral

Neutral: ∃x(F(x) ∧ B(x) ∧ C(x) ∧ ¬R(x)) ∧ ∀y(F(y) → N(y))",0,"Lizfurl tweeted about how she has witnessed some feminists responding to disagreements by simply telling the other person to 'shut up'. She expressed her confusion and disappointment over this behavior, emphasizing the importance of treating others with basic manners and respect.",
436,Feminist outrage over American girls being recruited by ISIS? Zero.,Feminist Movement,AGAINST,∃y(y recruits American girls(y) ∧ y is ISIS(y)) ∧ ∀x(is feminist(x) → is zero/none(epresses outrage(x))) → opposed,1,There is no feminist outrage over the recruitment of American girls by ISIS.,
437,Or maybe I'm just cross because I'm hungry... hmmmm,Feminist Movement,NONE," Let's break it down step by step:

Simplified Sentence: The sentence is about feeling agitated due to not eating yet. 

There is no mention or reference to the target ""Feminist Movement"".

Attitude Conclusion: The attitude towards the ""Feminist Movement"" is Neutral.

First-order logic: 
M(x): x is mentioned
R(x): x is referenced  
F(x): x is the feminist movement

Neutral: ∀x (¬(M(x) ∨ R(x)) → ¬F(x))",0,Maybe the reason I'm feeling agitated is simply because I haven't eaten yet.,
438,"@it_is_cancer @fat_tush categorizing homelessness as a ""job"".",Feminist Movement,NONE," Okay, let's analyze this:

Simplified sentence: The sentence expresses disagreement with two Twitter users for referring to homelessness as a profession.  

There is no mention of the target ""Feminist Movement"" in the sentence.

Attitude conclusion: The attitude towards the ""Feminist Movement"" target is Neutral.

First-order logic:
M(x): x is mentioned in the sentence
T(x): x is the target (""Feminist Movement"")

Neutral: ¬∃x(M(x) ∧ T(x))

The sentence does not mention the target, so the attitude towards the target is Neutral based on the information given.",0,I disagree with @it_is_cancer and @fat_tush for referring to homelessness as a profession.,
439,#SignsYoureInTheUSA You are attacked by feminists who labels you the patriarchy for cooking sunny side up eggs,Feminist Movement,AGAINST,"∃x∃y (is a feminist(x) ∧ attacks y(x,y) ∧ labels y(x,y,is the patriarchy(y)) ∧ cooks sunny side up eggs(y)) → opposed",1,"If you are in the USA, it is possible that you may be attacked by feminists who may label you as part of the patriarchy just for cooking sunny side up eggs.",
